,,,PARTNUM,EFL,DIA,R1,G1,CT1,R2,G2,CT2,R3,G3,CT3,R4
LEN,RO,,L-AOC280,230,55,140.528,BK7,10,-104.395,SF5,5.1,-306.373
LEN,RO,,L-AOC281,194.5,56.4,113.817,BK7,10.2,-79.599,F4,3.2,-327.547
LEN,RO,,L-AOC282,180,57.5,110.047,BK7,14,-82.035,SF5,3,-239.063
LEN,RO,,L-AOC283,235,58.8,143.761,BK7,10,-107.009,SF5,4.7,-313.823
LEN,RO,,L-AOC284,400,63,262.123,SK11,7,-179.76,SF5,5,-699.3
LEN,RO,,L-AOC285,500,63,340.948,SSK4A,6,-224.014,SF8,6,-1349.528
LEN,RO,,L-AOC286,600,63,460.946,BK7,7.5,-235.291,SF5,4,-554.873
LEN,RO,,L-AOC287,800,63,711.138,H_BACD9,5,-308.08,SF8,5,-1090.43
LEN,RO,,L-AOC288,195,66,119.632,BK7,14,-89.888,SF5,2.6,-260.01
LEN,RO,,L-AOC289,350,66,213.493,BK7,8,-159.337,SF5,3.2,-472.367
LEN,RO,,L-AOC290,335,69.2,204.207,BK7,10,-152.23,SF5,3.9,-451.06
LEN,RO,,L-AOC291,500,69.2,304.971,BK7,9,-227.583,SF5,4.9,-674.764
LEN,RO,,L-AOC292,300,70,187.052,BK7,11,-127.84,SF2,6,-400.06
LEN,RO,,L-AOC293,400,72,243.428,BK7,11,-181.752,SF5,5.5,-539.957
