LEN,Manufacturer ID,Category,PN# element,FOC [mm],Dia [mm],R curvature [mm],Glass Type,Th [mm],R2
LEN,IS,IR,BF-PX-12-25,25,12.7,11.296,BaF2,4.0,0
LEN,IS,IR,BF-PX-12-50,50,12.7,22.619,BaF2,3.0,0
LEN,IS,IR,BF-PX-12-75,75,12.7,33.870,BaF2,2.6,0
LEN,IS,IR,BF-PX-25-50,50,25.4,22.619,BaF2,5.9,0
LEN,IS,IR,BF-PX-25-63,63,25.4,28.380,BaF2,5.0,0
LEN,IS,IR,BF-PX-25-75,75,25.4,33.870,BaF2,4.5,0
LEN,IS,IR,BF-PX-25-100,100,25.4,45.080,BaF2,3.9,0
LEN,IS,IR,BF-PX-25-150,150,25.4,67.570,BaF2,3.2,0
LEN,IS,IR,BF-PX-25-200,200,25.4,90.200,BaF2,2.9,0
LEN,IS,IR,BF-PX-25-250,250,25.4,112.720,BaF2,2.7,0
LEN,IS,IR,BF-PX-25-500,500,25.4,224.900,BaF2,2.6,0
LEN,IS,IR,BF-PX-25-1000,1000,25.4,449.500,BaF2,2.2,0
LEN,IS,IR,BF-PX-25-2000,2000,25.4,899.500,BaF2,2.1,0
LEN,IS,IR,BF-PX-38-50,50,38.1,22.619,BaF2,12.5,0
LEN,IS,IR,BF-PX-38-63,63,38.1,28.380,BaF2,9.4,0
LEN,IS,IR,BF-PX-38-75,75,38.1,33.870,BaF2,7.9,0
LEN,IS,IR,BF-PX-38-100,100,38.1,45.080,BaF2,6.3,0
LEN,IS,IR,BF-PX-38-150,150,38.1,67.570,BaF2,4.7,0
LEN,IS,IR,BF-PX-38-200,200,38.1,90.200,BaF2,4.0,0
LEN,IS,IR,BF-PX-38-250,250,38.1,112.720,BaF2,3.6,0
LEN,IS,IR,BF-PX-38-500,500,38.1,224.900,BaF2,2.8,0
LEN,IS,IR,BF-PX-38-1000,1000,38.1,449.500,BaF2,2.4,0
LEN,IS,IR,BF-PX-38-2000,2000,38.1,899.500,BaF2,2.3,0
LEN,IS,IR,BF-PX-50-75,75,50.8,33.870,BaF2,14.0,0
LEN,IS,IR,BF-PX-50-100,100,50.8,45.080,BaF2,10.5,0
LEN,IS,IR,BF-PX-50-150,150,50.8,67.570,BaF2,7.4,0
LEN,IS,IR,BF-PX-50-200,200,50.8,90.200,BaF2,6.1,0
LEN,IS,IR,BF-PX-50-250,250,50.8,112.720,BaF2,5.4,0
LEN,IS,IR,BF-PX-50-500,500,50.8,224.900,BaF2,3.9,0
LEN,IS,IR,BF-PX-50-1000,1000,50.8,449.500,BaF2,3.2,0
LEN,IS,IR,BF-PX-50-2000,2000,50.8,899.500,BaF2,2.8,0
LEN,IS,IR,BF-BX-12-12,12.7,12.7,10.471,BaF2,5.8,-10.471
LEN,IS,IR,BF-BX-12-25,25.4,12.7,22.340,BaF2,3.3,-22.34
LEN,IS,IR,BF-BX-12-50,50.8,12.7,45.430,BaF2,2.4,-45.43
LEN,IS,IR,BF-BX-12-76,76.2,12.7,68.390,BaF2,2.1,-68.39
LEN,IS,IR,BF-BX-25-25,25.4,25.4,21.230,BaF2,10.5,-21.23
LEN,IS,IR,BF-BX-25-50,50.8,25.4,44.870,BaF2,5.7,-44.87
LEN,IS,IR,BF-BX-25-63,63.5,25.4,56.490,BaF2,4.9,-56.49
LEN,IS,IR,BF-BX-25-76,76.2,25.4,67.920,BaF2,4.4,-67.92
LEN,IS,IR,BF-BX-25-100,100.0,25.4,89.540,BaF2,3.8,-89.54
LEN,IS,IR,BF-BX-25-150,150.0,25.4,134.900,BaF2,3.2,-134.9
LEN,IS,IR,BF-BX-38-38,38.1,38.1,31.840,BaF2,15.2,-31.84
LEN,IS,IR,BF-BX-38-50,50.8,38.1,43.950,BaF2,11.2,-43.95
LEN,IS,IR,BF-BX-38-63,63.5,38.1,55.850,BaF2,9.2,-55.85
LEN,IS,IR,BF-BX-38-76,76.2,38.1,67.450,BaF2,8.0,-67.45
LEN,IS,IR,BF-BX-38-100,100.0,38.1,89.130,BaF2,6.6,-89.13
LEN,IS,IR,BF-BX-38-150,150.0,38.1,134.280,BaF2,5.2,-134.28
LEN,IS,IR,BF-BX-50-50,50.8,50.8,42.560,BaF2,19.8,-42.56
LEN,IS,IR,BF-BX-50-76,76.2,50.8,66.620,BaF2,13.1,-66.62
LEN,IS,IR,BF-BX-50-100,100.0,50.8,88.510,BaF2,10.4,-88.51
LEN,IS,IR,BF-BX-50-150,150.0,50.8,134.220,BaF2,7.9,-134.22
LEN,IS,IR,BF-BX-50-200,200.0,50.8,179.470,BaF2,6.6,-179.47
LEN,IS,IR,BF-BX-50-250,250.0,50.8,224.900,BaF2,5.9,-224.9
LEN,IS,IR,BF-BX-50-500,500.0,50.8,449.800,BaF2,4.4,-449.8
LEN,IS,IR,BF-BX-76-150,150.0,76.2,132.980,BaF2,14.6,-132.98
LEN,IS,IR,BF-BX-76-200,200.0,76.2,178.650,BaF2,11.7,-178.65
LEN,IS,IR,BF-BX-76-250,250.0,76.2,224.000,BaF2,10.0,-224
LEN,IS,IR,BF-BX-76-500,500.0,76.2,449.800,BaF2,6.7,-449.8
LEN,IS,IR,CF-PX-12-25,25,12.7,10.00,CaF2,4.3,0
LEN,IS,IR,CF-PX-12-50,50,12.7,20.00,CaF2,3.0,0
LEN,IS,IR,CF-PX-12-75,75,12.7,29.99,CaF2,2.7,0
LEN,IS,IR,CF-PX-25-50,50,25.4,20.00,CaF2,6.4,0
LEN,IS,IR,CF-PX-25-63,63,25.4,25.10,CaF2,5.4,0
LEN,IS,IR,CF-PX-25-75,75,25.4,29.99,CaF2,4.8,0
LEN,IS,IR,CF-PX-25-100,100,25.4,39.99,CaF2,4.1,0
LEN,IS,IR,CF-PX-25-150,150,25.4,59.98,CaF2,3.4,0
LEN,IS,IR,CF-PX-25-200,200,25.4,79.98,CaF2,3.0,0
LEN,IS,IR,CF-PX-25-250,250,25.4,100.00,CaF2,2.8,0
LEN,IS,IR,CF-PX-25-500,500,25.4,199.99,CaF2,2.4,0
LEN,IS,IR,CF-PX-25-1000,1000,25.4,399.90,CaF2,2.2,0
LEN,IS,IR,CF-PX-25-2000,2000,25.4,799.80,CaF2,2.1,0
LEN,IS,IR,CF-PX-38-50,50,38.1,20.00,CaF2,16.0,0
LEN,IS,IR,CF-PX-38-63,63,38.1,25.10,CaF2,10.7,0
LEN,IS,IR,CF-PX-38-75,75,38.1,29.99,CaF2,8.9,0
LEN,IS,IR,CF-PX-38-100,100,38.1,39.99,CaF2,6.8,0
LEN,IS,IR,CF-PX-38-150,150,38.1,59.98,CaF2,5.0,0
LEN,IS,IR,CF-PX-38-200,200,38.1,79.98,CaF2,4.3,0
LEN,IS,IR,CF-PX-38-250,250,38.1,100.00,CaF2,3.8,0
LEN,IS,IR,CF-PX-38-500,500,38.1,199.99,CaF2,2.9,0
LEN,IS,IR,CF-PX-38-1000,1000,38.1,399.90,CaF2,2.5,0
LEN,IS,IR,CF-PX-38-2000,2000,38.1,799.80,CaF2,2.2,0
LEN,IS,IR,CF-PX-50-75,75,50.8,29.99,CaF2,16.5,0
LEN,IS,IR,CF-PX-50-100,100,50.8,39.99,CaF2,11.6,0
LEN,IS,IR,CF-PX-50-150,150,50.8,59.98,CaF2,8.1,0
LEN,IS,IR,CF-PX-50-200,200,50.8,79.98,CaF2,6.6,0
LEN,IS,IR,CF-PX-50-250,250,50.8,100.00,CaF2,5.8,0
LEN,IS,IR,CF-PX-50-500,500,50.8,199.99,CaF2,4.1,0
LEN,IS,IR,CF-PX-50-1000,1000,50.8,399.90,CaF2,3.3,0
LEN,IS,IR,CF-PX-50-2000,2000,50.8,799.80,CaF2,2.9,0
LEN,IS,IR,CF-PX-76-150,150,76.2,59.98,CaF2,16.6,0
LEN,IS,IR,CF-PX-76-200,200,76.2,79.98,CaF2,12.7,0
LEN,IS,IR,CF-PX-76-250,250,76.2,100.00,CaF2,10.5,0
LEN,IS,IR,CF-PX-76-500,500,76.2,199.99,CaF2,6.7,0
LEN,IS,IR,CF-PX-76-1000,1000,76.2,399.90,CaF2,4.8,0
LEN,IS,IR,CF-PX-76-2000,2000,76.2,799.80,CaF2,4.0,0
LEN,IS,IR,CF-PC-12-25,-25.4,12.7,10.209,CaF2,3.7,0
LEN,IS,IR,CF-PC-12-50,-50.8,12.7,20.460,CaF2,2.5,0
LEN,IS,IR,CF-PC-12-76,-76.2,12.7,30.690,CaF2,2.2,0
LEN,IS,IR,CF-PC-25-50,-50.8,25.4,20.460,CaF2,6.4,0
LEN,IS,IR,CF-PC-25-63,-63.5,25.4,25.590,CaF2,5.4,0
LEN,IS,IR,CF-PC-25-76,-76.2,25.4,30.698,CaF2,4.8,0
LEN,IS,IR,CF-PC-25-100,-100.0,25.4,40.350,CaF2,4.0,0
LEN,IS,IR,CF-PC-38-50,-50.8,38.1,20.460,CaF2,15.5,0
LEN,IS,IR,CF-PC-38-63,-63.5,38.1,25.590,CaF2,11.0,0
LEN,IS,IR,CF-PC-38-76,-76.2,38.1,30.698,CaF2,9.1,0
LEN,IS,IR,CF-PC-38-100,-100.0,38.1,40.350,CaF2,7.1,0
LEN,IS,IR,CF-PC-50-76,-76.2,50.8,30.698,CaF2,13.0,0
LEN,IS,IR,CF-PC-50-100,-100.0,50.8,40.350,CaF2,12.0,0
LEN,IS,IR,CF-PC-50-200,-200.0,50.8,80.540,CaF2,7.1,0
LEN,IS,IR,CF-PC-50-500,-500.0,50.8,200.420,CaF2,4.6,0
LEN,IS,IR,CF-BX-12-12,12.7,12.7,9.078,CaF2,6.7,-9.078
LEN,IS,IR,CF-BX-12-25,25.4,12.7,19.770,CaF2,3.6,-19.77
LEN,IS,IR,CF-BX-12-50,50.8,12.7,40.090,CaF2,2.5,-40.09
LEN,IS,IR,CF-BX-12-76,76.2,12.7,60.530,CaF2,2.2,-60.53
LEN,IS,IR,CF-BX-25-25,25.4,25.4,18.365,CaF2,12.2,-18.365
LEN,IS,IR,CF-BX-25-50,50.8,25.4,39.610,CaF2,6.2,-39.61
LEN,IS,IR,CF-BX-25-63,63.5,25.4,49.890,CaF2,5.3,-49.89
LEN,IS,IR,CF-BX-25-76,76.2,25.4,60.120,CaF2,4.7,-60.12
LEN,IS,IR,CF-BX-25-100,100.0,25.4,79.070,CaF2,4.1,-79.07
LEN,IS,IR,CF-BX-25-150,150.0,25.4,119.120,CaF2,3.4,-119.12
LEN,IS,IR,CF-BX-38-38,38.1,38.1,27.610,CaF2,17.7,-27.61
LEN,IS,IR,CF-BX-38-50,50.8,38.1,38.640,CaF2,12.5,-38.64
LEN,IS,IR,CF-BX-38-63,63.5,38.1,49.090,CaF2,10.2,-49.09
LEN,IS,IR,CF-BX-38-76,76.2,38.1,59.430,CaF2,8.8,-59.43
LEN,IS,IR,CF-BX-38-100,100.0,38.1,78.890,CaF2,7.2,-78.89
LEN,IS,IR,CF-BX-38-150,150.0,38.1,118.850,CaF2,5.6,-118.85
LEN,IS,IR,CF-BX-50-50,50.8,50.8,36.900,CaF2,23.3,-36.9
LEN,IS,IR,CF-BX-50-76,76.2,50.8,58.730,CaF2,14.6,-58.73
LEN,IS,IR,CF-BX-50-100,100.0,50.8,78.125,CaF2,11.5,-78.125
LEN,IS,IR,CF-BX-50-150,150.0,50.8,118.580,CaF2,8.5,-118.58
LEN,IS,IR,CF-BX-50-200,200.0,50.8,158.490,CaF2,7.1,-158.49
LEN,IS,IR,CF-BX-50-250,250.0,50.8,199.070,CaF2,6.3,-199.07
LEN,IS,IR,CF-BX-50-500,500.0,50.8,398.100,CaF2,4.6,-398.1
LEN,IS,IR,CF-BX-76-150,150.0,76.2,117.220,CaF2,15.7,-117.22
LEN,IS,IR,CF-BX-76-200,200.0,76.2,157.760,CaF2,12.3,-157.76
LEN,IS,IR,CF-BX-76-250,250.0,76.2,197.700,CaF2,10.4,-197.7
LEN,IS,IR,CF-BX-76-500,500.0,76.2,398.100,CaF2,6.7,-398.1
LEN,IS,IR,QI-PX-25-38,38.1,25.4,17.258,SILICA,7.1,0
LEN,IS,IR,QI-PX-25-50,50.8,25.4,22.810,SILICA,5.4,0
LEN,IS,IR,QI-PX-25-76,76.2,25.4,34.420,SILICA,3.9,0
LEN,IS,IR,QI-PX-25-101,101.6,25.4,45.600,SILICA,3.3,0
LEN,IS,IR,QI-PX-25-127,127.0,25.4,57.150,SILICA,2.9,0
LEN,IS,IR,QI-PX-25-152,152.4,25.4,68.680,SILICA,2.7,0
LEN,IS,IR,QI-PX-25-177,177.8,25.4,79.980,SILICA,2.5,0
LEN,IS,IR,QI-PX-25-203,203.2,25.4,91.200,SILICA,2.4,0
LEN,IS,IR,QI-PX-25-254,254.0,25.4,114.820,SILICA,2.2,0
LEN,IS,IR,QI-PX-25-304,304.8,25.4,137.500,SILICA,2.1,0
LEN,IS,IR,QI-PX-38-50,50.8,38.1,22.810,SILICA,11.8,0
LEN,IS,IR,QI-PX-38-76,76.2,38.1,34.420,SILICA,7.3,0
LEN,IS,IR,QI-PX-38-101,101.6,38.1,45.600,SILICA,5.7,0
LEN,IS,IR,QI-PX-38-127,127.0,38.1,57.150,SILICA,4.8,0
LEN,IS,IR,QI-PX-38-152,152.4,38.1,68.680,SILICA,4.2,0
LEN,IS,IR,QI-PX-38-177,177.8,38.1,79.980,SILICA,3.8,0
LEN,IS,IR,QI-PX-38-203,203.2,38.1,91.200,SILICA,3.5,0
LEN,IS,IR,QI-PX-38-254,254.0,38.1,114.820,SILICA,3.1,0
LEN,IS,IR,QI-PX-38-304,304.8,38.1,137.500,SILICA,2.8,0
LEN,IS,IR,QI-PX-50-76,76.2,50.8,34.420,SILICA,13.6,0
LEN,IS,IR,QI-PX-50-101,101.6,50.8,45.600,SILICA,10.2,0
LEN,IS,IR,QI-PX-50-127,127.0,50.8,57.150,SILICA,8.5,0
LEN,IS,IR,QI-PX-50-152,152.4,50.8,68.680,SILICA,7.4,0
LEN,IS,IR,QI-PX-50-177,177.8,50.8,79.980,SILICA,6.6,0
LEN,IS,IR,QI-PX-50-203,203.2,50.8,91.200,SILICA,6.1,0
LEN,IS,IR,QI-PX-50-254,254.0,50.8,114.820,SILICA,5.3,0
LEN,IS,IR,QI-PX-50-304,304.8,50.8,137.500,SILICA,4.9,0
LEN,IS,IR,QU-PX-12-25,25.4,12.7,11.66,SILICA,3.4,0
LEN,IS,IR,QU-PX-12-38,38.1,12.7,17.53,SILICA,2.7,0
LEN,IS,IR,QU-PX-12-50,50.8,12.7,23.39,SILICA,2.4,0
LEN,IS,IR,QU-PX-12-76,76.2,12.7,35.08,SILICA,2.1,0
LEN,IS,IR,QU-PX-12-101,101.6,12.7,46.77,SILICA,1.9,0
LEN,IS,IR,QU-PX-12-127,127.0,12.7,58.35,SILICA,1.8,0
LEN,IS,IR,QU-PX-12-152,152.4,12.7,70.15,SILICA,1.8,0
LEN,IS,IR,QU-PX-12-177,177.8,12.7,81.85,SILICA,1.7,0
LEN,IS,IR,QU-PX-12-203,203.2,12.7,93.66,SILICA,1.7,0
LEN,IS,IR,QU-PX-12-254,254.0,12.7,116.97,SILICA,1.7,0
LEN,IS,IR,QU-PX-12-304,304.8,12.7,139.96,SILICA,1.6,0
LEN,IS,IR,QU-PX-25-38,38.1,25.4,17.53,SILICA,7.0,0
LEN,IS,IR,QU-PX-25-50,50.8,25.4,23.39,SILICA,5.3,0
LEN,IS,IR,QU-PX-25-76,76.2,25.4,35.08,SILICA,3.9,0
LEN,IS,IR,QU-PX-25-101,101.6,25.4,46.77,SILICA,3.3,0
LEN,IS,IR,QU-PX-25-127,127.0,25.4,58.35,SILICA,2.9,0
LEN,IS,IR,QU-PX-25-152,152.4,25.4,70.15,SILICA,2.7,0
LEN,IS,IR,QU-PX-25-177,177.8,25.4,81.85,SILICA,2.5,0
LEN,IS,IR,QU-PX-25-203,203.2,25.4,93.66,SILICA,2.4,0
LEN,IS,IR,QU-PX-25-254,254.0,25.4,116.97,SILICA,2.2,0
LEN,IS,IR,QU-PX-25-304,304.8,25.4,139.96,SILICA,2.1,0
LEN,IS,IR,QU-PX-38-50,50.8,38.1,23.39,SILICA,11.4,0
LEN,IS,IR,QU-PX-38-76,76.2,38.1,35.08,SILICA,7.2,0
LEN,IS,IR,QU-PX-38-101,101.6,38.1,46.77,SILICA,5.6,0
LEN,IS,IR,QU-PX-38-127,127.0,38.1,58.35,SILICA,4.7,0
LEN,IS,IR,QU-PX-38-152,152.4,38.1,70.15,SILICA,4.1,0
LEN,IS,IR,QU-PX-38-177,177.8,38.1,81.85,SILICA,3.8,0
LEN,IS,IR,QU-PX-38-203,203.2,38.1,93.66,SILICA,3.5,0
LEN,IS,IR,QU-PX-38-254,254.0,38.1,116.97,SILICA,3.1,0
LEN,IS,IR,QU-PX-38-304,304.8,38.1,139.96,SILICA,2.8,0
LEN,IS,IR,QU-PX-50-76,76.2,50.8,35.08,SILICA,13.4,0
LEN,IS,IR,QU-PX-50-101,101.6,50.8,46.77,SILICA,10.0,0
LEN,IS,IR,QU-PX-50-127,127.0,50.8,58.35,SILICA,8.3,0
LEN,IS,IR,QU-PX-50-152,152.4,50.8,70.15,SILICA,7.3,0
LEN,IS,IR,QU-PX-50-177,177.8,50.8,81.85,SILICA,6.5,0
LEN,IS,IR,QU-PX-50-203,203.2,50.8,93.66,SILICA,6.0,0
LEN,IS,IR,QU-PX-50-254,254.0,50.8,116.97,SILICA,5.3,0
LEN,IS,IR,QU-PX-50-304,304.8,50.8,139.96,SILICA,4.8,0
LEN,IS,IR,QU-PC-12-25,-25.4,12.7,11.641,SILICA,2.9,0
LEN,IS,IR,QU-PC-12-38,-38.1,12.7,17.458,SILICA,2.2,0
LEN,IS,IR,QU-PC-12-50,-50.8,12.7,23.280,SILICA,1.9,0
LEN,IS,IR,QU-PC-12-101,-101.6,12.7,46.560,SILICA,1.4,0
LEN,IS,IR,QU-PC-12-127,-127.0,12.7,58.225,SILICA,1.8,0
LEN,IS,IR,QU-PC-12-152,-152.4,12.7,69.820,SILICA,1.8,0
LEN,IS,IR,QU-PC-12-177,-177.8,12.7,81.660,SILICA,1.7,0
LEN,IS,IR,QU-PC-12-203,-203.2,12.7,93.110,SILICA,1.7,0
LEN,IS,IR,QU-PC-12-254,-254.0,12.7,116.410,SILICA,1.7,0
LEN,IS,IR,QU-PC-12-304,-304.8,12.7,139.640,SILICA,1.6,0
LEN,IS,IR,QU-PC-25-38,-38.1,25.4,17.458,SILICA,6.5,0
LEN,IS,IR,QU-PC-25-50,-50.8,25.4,23.280,SILICA,4.8,0
LEN,IS,IR,QU-PC-25-63,-63.5,25.4,29.110,SILICA,3.9,0
LEN,IS,IR,QU-PC-25-76,-76.2,25.4,34.920,SILICA,3.9,0
LEN,IS,IR,QU-PC-25-100,-100.6,25.4,46.560,SILICA,3.3,0
LEN,IS,IR,QU-PC-25-127,-127.0,25.4,58.225,SILICA,2.9,0
LEN,IS,IR,QU-PC-25-152,-152.4,25.4,69.820,SILICA,2.7,0
LEN,IS,IR,QU-PC-25-177,-177.8,25.4,81.660,SILICA,2.5,0
LEN,IS,IR,QU-PC-25-203,-203.2,25.4,93.110,SILICA,2.9,0
LEN,IS,IR,QU-PC-25-254,-254.0,25.4,116.410,SILICA,2.7,0
LEN,IS,IR,QU-PC-25-304,-304.8,25.4,139.640,SILICA,2.6,0
LEN,IS,IR,QU-PC-38-50,-50.8,38.1,23.280,SILICA,10.9,0
LEN,IS,IR,QU-PC-38-63,-63.5,38.1,29.110,SILICA,8.1,0
LEN,IS,IR,QU-PC-38-76,-76.2,38.1,34.920,SILICA,6.7,0
LEN,IS,IR,QU-PC-38-100,-100.6,38.1,46.560,SILICA,5.6,0
LEN,IS,IR,GA-PX-12-25,25.4,12.7,51.64,GaAs,2.4,0
LEN,IS,IR,GA-PX-12-50,50.8,12.7,103.76,GaAs,2.2,0
LEN,IS,IR,GA-PX-12-75,76.2,12.7,157.76,GaAs,2.2,0
LEN,IS,IR,GA-PX-25-50,50.8,25.4,103.76,GaAs,2.8,0
LEN,IS,IR,GA-PX-25-63,63.5,25.4,127.35,GaAs,2.6,0
LEN,IS,IR,GA-PX-25-76,76.2,25.4,157.76,GaAs,2.5,0
LEN,IS,IR,GA-PX-25-100,100.0,25.4,205.14,GaAs,2.4,0
LEN,IS,IR,GA-PX-25-127,127.0,25.4,253.92,GaAs,2.4,0
LEN,IS,IR,GA-PX-25-150,150.0,25.4,299.90,GaAs,2.3,0
LEN,IS,IR,GA-PX-25-250,250.0,25.4,510.00,GaAs,2.2,0
LEN,IS,IR,GA-PX-25-500,500.0,25.4,1020.00,GaAs,2.1,0
LEN,IS,IR,GA-PX-38-50,50.8,38.1,103.76,GaAs,3.8,0
LEN,IS,IR,GA-PX-38-63,63.5,38.1,127.35,GaAs,3.4,0
LEN,IS,IR,GA-PX-38-76,76.2,38.1,157.76,GaAs,3.2,0
LEN,IS,IR,GA-PX-38-100,100.0,38.1,205.14,GaAs,2.9,0
LEN,IS,IR,GA-PX-38-127,127.0,38.1,253.92,GaAs,2.8,0
LEN,IS,IR,GA-PX-38-150,150.0,38.1,299.00,GaAs,2.6,0
LEN,IS,IR,GA-PX-38-200,200.0,38.1,414.00,GaAs,2.4,0
LEN,IS,IR,GA-PX-38-250,250.0,38.1,510.00,GaAs,2.4,0
LEN,IS,IR,GA-PX-38-500,500.0,38.1,1020.00,GaAs,2.2,0
LEN,IS,IR,GA-PX-50-76,76.2,50.8,157.76,GaAs,4.6,0
LEN,IS,IR,GA-PX-50-100,100.0,50.8,205.14,GaAs,4.1,0
LEN,IS,IR,GA-PX-50-127,127.0,50.8,253.92,GaAs,3.8,0
LEN,IS,IR,GA-PX-50-150,150.0,50.8,299.90,GaAs,3.6,0
LEN,IS,IR,GA-PX-50-200,200.0,50.8,414.00,GaAs,3.3,0
LEN,IS,IR,GA-PX-50-250,250.0,50.8,510.00,GaAs,3.1,0
LEN,IS,IR,GA-PX-50-500,500.0,50.8,1020.00,GaAs,2.8,0
LEN,IS,IR,GE-PX-12-25,25.4,12.7,76.05,GERM,2.3,0
LEN,IS,IR,GE-PX-12-50,50.8,12.7,151.01,GERM,2.1,0
LEN,IS,IR,GE-PX-25-50,50.8,25.4,151.01,GERM,2.5,0
LEN,IS,IR,GE-PX-25-63,63.5,25.4,188.80,GERM,2.4,0
LEN,IS,IR,GE-PX-25-76,75.0,25.4,229.10,GERM,2.4,0
LEN,IS,IR,GE-PX-25-100,100.0,25.4,299.90,GERM,2.3,0
LEN,IS,IR,GE-PX-25-127,127.0,25.4,376.70,GERM,2.2,0
LEN,IS,IR,GE-PX-25-150,150.0,25.4,452.90,GERM,2.2,0
LEN,IS,IR,GE-PX-25-200,200.0,25.4,597.16,GERM,2.2,0
LEN,IS,IR,GE-PX-25-254,254.0,25.4,748.20,GERM,2.1,0
LEN,IS,IR,GE-PX-25-500,500.0,25.4,1500.00,GERM,2.0,0
LEN,IS,IR,GE-PX-38-50,50.8,38.1,151.01,GERM,3.2,0
LEN,IS,IR,GE-PX-38-63,63.5,38.1,188.80,GERM,3.0,0
LEN,IS,IR,GE-PX-38-76,75.0,38.1,229.10,GERM,2.8,0
LEN,IS,IR,GE-PX-38-100,100.0,38.1,299.90,GERM,2.6,0
LEN,IS,IR,GE-PX-38-127,127.0,38.1,376.70,GERM,2.5,0
LEN,IS,IR,GE-PX-38-150,150.0,38.1,452.90,GERM,2.4,0
LEN,IS,IR,GE-PX-38-200,200.0,38.1,597.16,GERM,2.3,0
LEN,IS,IR,GE-PX-38-254,254.0,38.1,748.20,GERM,2.2,0
LEN,IS,IR,GE-PX-38-500,500.0,38.1,1500.00,GERM,2.1,0
LEN,IS,IR,GE-PX-38-1000,1000.0,38.1,2965.00,GERM,2.0,0
LEN,IS,IR,GE-PX-38-2000,2000.0,38.1,5929.00,GERM,2.0,0
LEN,IS,IR,GE-PX-50-76,75.0,50.8,229.10,GERM,4.0,0
LEN,IS,IR,GE-PX-50-100,100.0,50.8,299.90,GERM,3.6,0
LEN,IS,IR,GE-PX-50-127,127.0,50.8,376.70,GERM,3.3,0
LEN,IS,IR,GE-PX-50-150,150.0,50.8,452.90,GERM,3.2,0
LEN,IS,IR,GE-PX-50-200,200.0,50.8,597.16,GERM,3.0,0
LEN,IS,IR,GE-PX-50-254,254.0,50.8,748.20,GERM,2.9,0
LEN,IS,IR,GE-PX-50-300,300.0,50.8,855.10,GERM,2.9,0
LEN,IS,IR,GE-PX-50-500,500.0,50.8,1500.00,GERM,2.7,0
LEN,IS,IR,GE-PX-50-1000,1000.0,50.8,2965.00,GERM,2.6,0
LEN,IS,IR,GE-PX-50-2000,2000.0,50.8,5929.00,GERM,2.5,0
LEN,IS,IR,GE-PX-76-150,150.0,76.2,452.90,GERM,4.7,0
LEN,IS,IR,GE-PX-76-200,200.0,76.2,597.16,GERM,4.3,0
LEN,IS,IR,GE-PX-76-250,254.0,76.2,748.20,GERM,4.0,0
LEN,IS,IR,GE-PX-76-500,500.0,76.2,1500.00,GERM,3.5,0
LEN,IS,IR,GE-PX-76-1000,1000.0,76.2,2965.00,GERM,3.3,0
LEN,IS,IR,GE-PX-76-2000,2000.0,76.2,5929.00,GERM,3.2,0
LEN,IS,IR,GE-PM-12-12,13.0,12.7,22.96,GERM,2.5,15.59
LEN,IS,IR,GE-PM-12-25,25.0,12.7,40.27,GERM,2.0,27.13
LEN,IS,IR,GE-PM-12-50,50.0,12.7,79.43,GERM,2.0,52.84
LEN,IS,IR,GE-PM-25-25,25.0,25.4,37.15,GERM,3.0,26.30
LEN,IS,IR,GE-PM-25-38,38.0,25.4,53.95,GERM,2.7,38.04
LEN,IS,IR,GE-PM-25-50,50.0,25.4,74.47,GERM,3.0,51.45
LEN,IS,IR,GE-PM-25-63,63.5,25.4,93.11,GERM,3.0,63.68
LEN,IS,IR,GE-PM-25-76,75.0,25.4,104.23,GERM,2.8,72.78
LEN,IS,IR,GE-PM-25-100,100.0,25.4,161.06,GERM,3.0,106.15
LEN,IS,IR,GE-PM-25-127,127.0,25.4,187.07,GERM,2.9,127.35
LEN,IS,IR,GE-PM-38-38,38.0,38.1,52.36,GERM,4.5,38.04
LEN,IS,IR,GE-PM-38-50,50.0,38.1,77.62,GERM,4.5,53.33
LEN,IS,IR,GE-PM-38-63,63.5,38.1,87.30,GERM,3.9,61.94
LEN,IS,IR,GE-PM-38-76,75.0,38.1,109.65,GERM,4.5,76.03
LEN,IS,IR,GE-PM-38-100,100.0,38.1,151.05,GERM,4.3,102.33
LEN,IS,IR,GE-PM-38-127,127.0,38.1,187.07,GERM,4.5,127.35
LEN,IS,IR,GE-PM-38-150,150.0,38.1,223.40,GERM,4.4,151.36
LEN,IS,IR,GE-PM-38-200,200.0,38.1,290.40,GERM,4.5,100.07
LEN,IS,IR,GE-PM-50-50,50.0,50.8,65.77,GERM,5.2,48.53
LEN,IS,IR,GE-PM-50-63,63.0,50.8,86.70,GERM,5.1,61.94
LEN,IS,IR,GE-PM-50-76,75.0,50.8,106.17,GERM,5.4,74.64
LEN,IS,IR,GE-PM-50-100,100.0,50.8,139.64,GERM,5.8,98.40
LEN,IS,IR,GE-PM-50-127,127.0,50.8,187.07,GERM,5.2,127.35
LEN,IS,IR,GE-PM-50-150,150.0,50.8,200.40,GERM,5.3,141.25
LEN,IS,IR,GE-PM-50-200,200.0,50.8,290.40,GERM,5.2,199.07
LEN,IS,IR,GE-NM-12-12,-13.0,12.7,12.65,GERM,2.0,20.80
LEN,IS,IR,GE-NM-12-25,-25.0,12.7,25.40,GERM,2.1,40.74
LEN,IS,IR,GE-NM-12-50,-50.0,12.7,51.98,GERM,2.2,81.85
LEN,IS,IR,GE-NM-25-25,-25.0,25.4,23.66,GERM,3.0,37.67
