TYPE,MAN ID,CAT,S/N,EFL,DIA 100%,RD 1,GL 1,TH 1,RD 2,GL 2,TH 2,RD 3,GL 3,TH 3,RD 4,GL 4,TH 4,RD 5,GL 5,TH 5,RD 6
LEN,CV,VIS,BICX-25.4-76.6-C,75,25.4,76.6,N-BK7,4.1,-76.6
LEN,CV,UV,BICX-25.4-76.6-UV,81.2,25.4,76.6,SILUV,4.1,-76.6
LEN,CV,VIS,BICX-25.4-77.3-C,75.7,25.4,77.3,N-BK7,4.1,-77.3
LEN,CV,VIS,BICX-25.4-81.8-C,80,25.4,81.8,N-BK7,3.5,-81.8
LEN,CV,VIS,BICX-25.4-92.0-C,90,25.4,92,N-BK7,4.4,-92
LEN,CV,VIS,BICX-38.1-102.1-C,100,38.1,102.1,N-BK7,6.6,-102.1
LEN,CV,UV,BICX-38.1-102.1-UV,108.2,38.1,102.1,SILUV,5.5,-102.1
LEN,CV,VIS,BICX-38.1-1029.8-C,1000,38.1,1029.8,N-BK7,4,-1029.8
LEN,CV,UV,BICX-38.1-1029.8-UV,1082,38.1,1029.8,SILUV,6,-1029.8
LEN,CV,UV,BICX-38.1-127.9-UV,135.2,38.1,127.9,SILUV,5.1,-127.9
LEN,CV,VIS,BICX-38.1-128.0-C,125,38.1,128,N-BK7,6.3,-128
LEN,CV,UV,BICX-38.1-128.0-UV,135.2,38.1,128,SILUV,5.5,-128
LEN,CV,VIS,BICX-38.1-153.7-C,150.2,38.1,153.7,N-BK7,6.3,-153.7
LEN,CV,UV,BICX-38.1-153.7-UV,162.2,38.1,153.7,SILUV,6.3,-153.7
LEN,CV,VIS,BICX-38.1-205.4-C,200.1,38.1,205.4,N-BK7,6.3,-205.4
LEN,CV,UV,BICX-38.1-205.4-UV,216.4,38.1,205.4,SILUV,6.3,-205.4
LEN,CV,VIS,BICX-38.1-2060.0-C,2000,38.1,2060,N-BK7,4,-2060
LEN,CV,VIS,BICX-38.1-37.0-C,38.1,38.1,37,N-BK7,12.4,-37
LEN,CV,VIS,BICX-38.1-49.3-C,50,38.1,49.3,N-BK7,12.7,-49.3
LEN,CV,UV,BICX-38.1-49.3-UV,54,38.1,49.3,SILUV,12.7,-49.3
LEN,CV,VIS,BICX-38.1-514.6-C,500,38.1,514.6,N-BK7,4.2,-514.6
LEN,CV,VIS,BICX-38.1-60.4-C,60,38.1,60.4,N-BK7,8,-60.4
