TYPE,MANUF. ID,CAT,P/N,Focal Lth,CA,Radius 1,Material,Thick,Radius 2
LEN,MG,,01LAO018,25,8,16.53,SK11,2.6,-10.88,SF5,2.5,-39.8
LEN,MG,,01LAO019,24.979,12,15.04,BALKN3,3.76,-12.48,SF15,2,-33.1
LEN,MG,,01LAO019,25,12,15.04,BALKN3,3.8,-12.48,SF15,2,-33.1
LEN,MG,,01LAO022,30.002,8,20.43,SSK4A,3.07,-12.78,SF8,1.43,-75.97
LEN,MG,,01LAO022,30,8,20.43,SSK4A,3.1,-12.78,SF8,1.4,-75.97
LEN,MG,,01LAO024,30.007,12.5,20.46,SSK4A,3.98,-12.93,SF8,1.35,-75.71
LEN,MG,,01LAO024,30,12.5,20.46,SSK4A,4,-12.93,SF8,1.4,-75.71
LEN,MG,,01LAO028,31.015,17.5,21.24,SSK4A,6.79,-13.7,SF8,2.06,-75.57
LEN,MG,,01LAO028,31,17.5,21.24,SSK4A,6.8,-13.7,SF8,2.1,-75.57
LEN,MG,,01LAO034,36.01,16,24.59,SSK4A,5.21,-15.58,SF8,1.72,-90.2
LEN,MG,,01LAO034,36,16,24.59,SSK4A,5.2,-15.58,SF8,1.7,-90.2
LEN,MG,,01LAO037,40.019,18,27.25,SSK4A,5.94,-17.36,SF8,2.1,-101.11
LEN,MG,,01LAO037,40,18,27.25,SSK4A,5.9,-17.36,SF8,2.1,-101.11
LEN,MG,,01LAO045,40.513,13,26.04,SK11,3.33,-18.02,SF5,1.3,-72.03
LEN,MG,,01LAO045,40.5,13,26.04,SK11,3.3,-18.02,SF5,1.3,-72.03
LEN,MG,,01LAO047,44.015,14,28.58,SSK4A,3.8,-19.69,SF8,1.4,-141.61
LEN,MG,,01LAO047,44,14,28.58,SSK4A,3.8,-19.69,SF8,1.4,-141.61
LEN,MG,,01LAO055,47.954,16,31.15,SSK4A,3.7,-21.75,SF8,1.5,-156.87
LEN,MG,,01LAO055,48,16,31.15,SSK4A,3.7,-21.75,SF8,1.5,-156.87
LEN,MG,,01LAO059,50.015,18,32.16,SK11,4.46,-22.47,SF5,1.5,-89.36
LEN,MG,,01LAO059,50,18,32.16,SK11,4.5,-22.47,SF5,1.5,-89.36
LEN,MG,,01LAO068,56.016,19,35.99,SK11,4.44,-25.13,SF5,1.5,-100.53
LEN,MG,,01LAO068,56,19,35.99,SK11,4.4,-25.13,SF5,1.5,-100.53
LEN,MG,,01LAO077,60.015,18,41.07,SSK4A,3.7,-26.3,SF8,1.5,-155.08
LEN,MG,,01LAO077,60,18,41.07,SSK4A,3.7,-26.3,SF8,1.5,-155.08
LEN,MG,,01LAO079,59.984,30,39.49,SK11,9.99,-27.8,SF5,2.47,-100.98
LEN,MG,,01LAO079,60,30,39.49,SK11,10,-27.8,SF5,2.5,-100.98
LEN,MG,,01LAO083,64.963,25,39.38,BALKN3,6,-31.61,SF15,2,-85.9
LEN,MG,,01LAO083,64.9,25,39.38,BALKN3,6,-31.61,SF15,2,-85.9
LEN,MG,,01LAO088,73.018,17,47.77,SSK4A,3.5,-33.04,SF8,1.7,-231.3
LEN,MG,,01LAO088,73,17,47.77,SSK4A,3.5,-33.04,SF8,1.7,-231.3
LEN,MG,,01LAO111,80.023,18,51.34,SSK4A,3.4,-36.85,SF8,1.8,-282.42
LEN,MG,,01LAO111,80,18,51.34,SSK4A,3.4,-36.85,SF8,1.8,-282.42
LEN,MG,,01LAO114,80.011,31.5,52.93,SK11,7.3,-37.16,SF8,2.2,-128.45
LEN,MG,,01LAO114,80,31.5,52.93,SK11,7.3,-37.16,SF8,2.2,-128.45
LEN,MG,,01LAO117,90.018,19,57.54,SSK4A,3.6,-41.58,SF8,1.9,-324.93
LEN,MG,,01LAO117,90,19,57.54,SSK4A,3.6,-41.58,SF8,1.9,-324.93
LEN,MG,,01LAO119,89.955,25,55.32,BALKN3,4.5,-42.34,SF15,2,-114.68
LEN,MG,,01LAO119,89.9,25,55.32,BALKN3,4.5,-42.34,SF15,2,-114.68
LEN,MG,,01LAO123,100.02,26.5,64.04,SK11,4.8,-44.88,SF5,2,-182.72
LEN,MG,,01LAO123,100,26.5,64.04,SK11,4.8,-44.88,SF5,2,-182.72
LEN,MG,,01LAO124,100.02,30,64.28,SK11,6.23,-44.98,SF5,2.5,-180.43
LEN,MG,,01LAO124,100,30,64.28,SK11,6.2,-44.98,SF5,2.5,-180.43
LEN,MG,,01LAO126,100.02,31.5,64.28,SK11,6.23,-44.98,SF5,2.5,-180.43
LEN,MG,,01LAO126,100,31.5,64.28,SK11,6.2,-44.98,SF5,2.5,-180.43
LEN,MG,,01LAO134,120.02,24,79.62,SSK4A,3.5,-54.38,SF8,2,-360.75
LEN,MG,,01LAO134,120,24,79.62,SSK4A,3.5,-54.38,SF8,2,-360.75
LEN,MG,,01LAO135,121.03,30,79.65,BK7,7.68,-50.53,SF5,3,-133.85
LEN,MG,,01LAO135,120,30,79.65,BK7,7.7,-50.53,SF5,3,-133.85
LEN,MG,,01LAO138,120.03,40,77.21,SK11,8.2,-54.09,SF5,3,-216.1
LEN,MG,,01LAO138,120,40,77.21,SK11,8.2,-54.09,SF5,3,-216.1
LEN,MG,,01LAO139,140,30,93.22,BK7,6.52,-59.14,SF5,2.51,-156.67
LEN,MG,,01LAO139,140,30,93.22,BK7,6.5,-59.14,SF5,2.5,-156.67
LEN,MG,,01LAO145,140.02,40,89.93,SK11,7.14,-62.91,SF5,3,-253.81
LEN,MG,,01LAO145,140,40,89.93,SK11,7.1,-62.91,SF5,3,-253.81
LEN,MG,,01LAO148,148.02,19,93.95,SK11,2.7,-68.1,SF5,1.9,-283.49
LEN,MG,,01LAO148,148,19,93.95,SK11,2.7,-68.1,SF5,1.9,-283.49
LEN,MG,,01LAO149,160.02,30,106.07,SSK4A,4.1,-72.69,SF8,2.4,-484.14
LEN,MG,,01LAO149,160,30,106.07,SSK4A,4.1,-72.69,SF8,2.4,-484.14
LEN,MG,,01LAO155,160.02,31.5,106.07,SSK4A,4.1,-72.69,SF8,2.4,-484.14
LEN,MG,,01LAO155,160,31.5,106.07,SSK4A,4.1,-72.69,SF8,2.4,-484.14
LEN,MG,,01LAO159,160.02,40,102.6,SK11,6.43,-71.92,SF5,3,-292.26
LEN,MG,,01LAO159,160,40,102.6,SK11,6.4,-71.92,SF5,3,-292.26
LEN,MG,,01LAO167,175.03,25,118.99,SSK4A,3,-78.38,SF8,2.5,-476.29
LEN,MG,,01LAO167,175,25,118.99,SSK4A,3,-78.38,SF8,2.5,-476.29
LEN,MG,,01LAO169,180.01,30,120.15,BK7,5.21,-76.21,SF5,2.9,-201.9
LEN,MG,,01LAO169,180,30,120.15,BK7,5.2,-76.21,SF5,2.9,-201.9
LEN,MG,,01LAO177,180.03,40,118.42,SK11,6,-80.25,SF5,3.6,-308.46
LEN,MG,,01LAO177,180,40,118.42,SK11,6,-80.25,SF5,3.6,-308.46
LEN,MG,,01LAO188,190.03,19,134.1,BAK4,3,-51.38,F3,3,-322.72
LEN,MG,,01LAO188,190,19,134.1,BAK4,3,-51.38,F3,3,-322.72
LEN,MG,,01LAO189,200.04,30,135.56,SSK4A,4.9,-89.37,SF8,3.2,-548.68
LEN,MG,,01LAO189,200,30,135.56,SSK4A,4.9,-89.37,SF8,3.2,-548.68
LEN,MG,,01LAO222,200.04,31.5,135.56,SSK4A,4.9,-89.37,SF8,3.2,-548.68
LEN,MG,,01LAO222,200,31.5,135.56,SSK4A,4.9,-89.37,SF8,3.2,-548.68
LEN,MG,,01LAO225,200.01,40,128.09,SSK4A,6.6,-92.73,SF8,4,-718.39
LEN,MG,,01LAO225,200,40,128.09,SSK4A,6.6,-92.73,SF8,4,-718.39
LEN,MG,,01LAO226,250.05,30,158.61,SK11,4.12,-115.31,SF5,3.1,-480.67
LEN,MG,,01LAO226,250,30,158.61,SK11,4.1,-115.31,SF5,3.1,-480.67
LEN,MG,,01LAO229,250.05,31.5,158.61,SK11,4.12,-115.31,SF5,3.1,-480.67
LEN,MG,,01LAO229,250,31.5,158.61,SK11,4.1,-115.31,SF5,3.1,-480.67
LEN,MG,,01LAO235,260.04,32,164.95,SK11,4.36,-119.92,SF5,3.2,-499.88
LEN,MG,,01LAO235,260,32,164.95,SK11,4.4,-119.92,SF5,3.2,-499.88
LEN,MG,,01LAO238,260.04,50,166.64,SK11,6.89,-117.58,SF5,5.4,-478.4
LEN,MG,,01LAO238,260,50,166.64,SK11,6.9,-117.58,SF5,5.4,-478.4
LEN,MG,,01LAO239,300.06,30,210.75,BAK4,5,-81.29,F3,4.4,-515.63
LEN,MG,,01LAO239,300,30,210.75,BAK4,5,-81.29,F3,4.4,-515.63
LEN,MG,,01LAO244,300.06,31.5,210.75,BAK4,5,-81.29,F3,4.4,-515.63
LEN,MG,,01LAO244,300,31.5,210.75,BAK4,5,-81.29,F3,4.4,-515.63
LEN,MG,,01LAO248,300.05,40,190.8,SK11,5.12,-138.02,SF5,4.2,-571.76
LEN,MG,,01LAO248,300,40,190.8,SK11,5.1,-138.02,SF5,4.2,-571.76
LEN,MG,,01LAO256,300.06,50,192.49,SK11,6.65,-136.61,SF5,8,-552.26
LEN,MG,,01LAO256,300,50,192.49,SK11,6.7,-136.61,SF5,8,-552.26
LEN,MG,,01LAO267,300.06,82,197.87,SK11,12.5,-133.7,SF5,7.1,-509.46
LEN,MG,,01LAO267,300,82,197.87,SK11,12.5,-133.7,SF5,7.1,-509.46
LEN,MG,,01LAO277,349.83,40,238.73,SSK4A,4,-156.53,SF8,3,-942.12
LEN,MG,,01LAO277,349.8,40,238.73,SSK4A,4,-156.53,SF8,3,-942.12
LEN,MG,,01LAO288,400.06,40,274.38,SSK4A,4,-178.41,SF8,4,-1056.1
LEN,MG,,01LAO288,400,40,274.38,SSK4A,4,-178.41,SF8,4,-1056.1
LEN,MG,,01LAO333,400.06,63,262.13,SK11,7,-179.77,SF5,5,-699.22
LEN,MG,,01LAO333,400,63,262.13,SK11,7,-179.77,SF5,5,-699.22
LEN,MG,,01LAO339,450.06,40,312.55,BAK4,4.3,-122.43,F3,3.9,-799.23
LEN,MG,,01LAO339,450,40,312.55,BAK4,4.3,-122.43,F3,3.9,-799.23
LEN,MG,,01LAO355,699.63,50,428.09,BALKN3,5,-320.99,SF15,5,-892.94
LEN,MG,,01LAO355,699.5,50,428.09,BALKN3,5,-320.99,SF15,5,-892.94
LEN,MG,,01LAO366,1000.1,80,679.14,SSK4A,5,-449.41,SF8,5,-2757.7
LEN,MG,,01LAO366,1000,80,679.14,SSK4A,5,-449.41,SF8,5,-2757.7
LEN,MG,,01LAO367,1000.2,150,635.83,SK11,14.63,-460.41,SF5,10,-1912
LEN,MG,,01LAO367,1000,150,635.83,SK11,14.6,-460.41,SF5,10,-1912
LEN,MG,,01LAO379,2000.4,150,1267,SK11,13.27,-929.32,SF5,10,-3898
LEN,MG,,01LAO379,2000,150,1267,SK11,13.3,-929.32,SF5,10,-3898
LEN,MG,,01LAO399,3000.5,150,1901.7,SK11,13.51,-1393.3,SF5,10,-5841.3999
LEN,MG,,01LAO399,3000,150,1901.7,SK11,13.5,-1393.3,SF5,10,-5841.4
LEN,MG,,01LAO401,10,6,6.174,N-BAK4,3.7,-4.619,N-SF10,0.7,-15.81
LEN,MG,,01LAO404,12,7,6.918,N-BAK4,3.9,-5.792,N-SF10,0.8,-24.301
LEN,MG,,01LAO407,16,8,10.92,N-BAK4,4,-7.239,N-SF10,1,-20.991
LEN,MG,,01LAO411,20,10,12.833,N-BAK4,3.4,-10.169,N-SF10,2.5,-31.574
LEN,MG,,01LAO414,21,14,13.076,N-BAK4,6.4,-10.748,N-SF10,1.7,-35.445
LEN,MG,,01LAO418,25,8,16.53,N-SK11,2.6,-10.88,N-SF5,2.5,-39.799
LEN,MG,,01LAO419,25,12,15.926,N-BAK4,3.8,-12.751,N-SF10,2,-41.067
LEN,MG,,01LAO422,30,8,20.43,N-BAK4,3.1,-13.993,N-SF10,1.4,-41.71
LEN,MG,,01LAO424,30,12.5,19.176,N-BAK4,4,-15.037,N-SF10,1.4,-49.147
LEN,MG,,01LAO428,31.1,17.5,20.622,N-BAK4,6.8,-15.387,N-SF10,2.1,-45.648
LEN,MG,,01LAO434,36,16,24.59,N-BAK4,5.2,-17.099,N-SF10,1.7,-49.975
LEN,MG,,01LAO437,40,18,25.987,N-BAK4,5.9,-19.704,N-SF10,2.1,-62.266
LEN,MG,,01LAO445,40.5,13,26.04,N-SK11,3.3,-18.02,N-SF5,1.3,-72.031
LEN,MG,,01LAO447,44,14,28.58,N-BAK4,3.8,-21.605,N-SF10,1.4,-69.624
LEN,MG,,01LAO455,48,16,31.15,N-BAK4,3.7,-23.846,N-SF10,1.5,-76.865
LEN,MG,,01LAO459,50,18,32.16,N-SK11,4.5,-22.47,N-SF5,1.5,-89.358
LEN,MG,,01LAO468,56,19,35.991,N-SK11,4.4,-25.13,N-SF5,1.5,-100.533
LEN,MG,,01LAO477,60,18,41.069,N-BAK4,3.7,-28.804,N-SF10,1.5,-85.575
LEN,MG,,01LAO479,60,30,39.49,N-SK11,10,-27.8,N-SF5,2.5,-100.98
LEN,MG,,01LAO483,65,25,39.379,N-BAK4,6,-33.847,N-SF10,2,-126.086
LEN,MG,,01LAO488,73,17,47.769,N-BAK4,3.5,-36.002,N-SF10,1.7,-115.3
LEN,MG,,01LAO492,75,25,48.499,N-BAK4,5,-37.798,N-SF10,2,-122.608
LEN,MG,,01LAO511,80,18,51.34,N-BAK4,3.4,-40.123,N-SF10,1.8,-133.123
LEN,MG,,01LAO514,80,31.5,52.93,N-SK11,7.3,-37.16,N-SF8,2.2,-128.452
LEN,MG,,01LAO517,90,19,57.541,N-BAK4,3.6,-45.207,N-SF10,1.9,-151.242
LEN,MG,,01LAO519,90,25,55.319,N-BK7,4.5,-40.672,N-SF5,2,-118.192
LEN,MG,,01LAO523,100,26.5,64.041,N-SK11,4.8,-44.879,N-SF5,2,-182.715
LEN,MG,,01LAO524,100,30,64.28,N-SK11,6.2,-44.98,N-SF5,2.5,-180.44
LEN,MG,,01LAO526,100,31.5,64.28,N-SK11,6.2,-44.98,N-SF5,2.5,-180.44
LEN,MG,,01LAO527,100.1,50,65.786,N-BAK4,14,-50.057,N-SF10,3.5,-155.17
LEN,MG,,01LAO534,120,24,79.618,N-BAK4,3.5,-58.956,N-SF10,2,-185.171
LEN,MG,,01LAO535,120,30,79.65,N-BK7,7.7,-50.531,N-SF5,3,-133.851
LEN,MG,,01LAO536,120,50,75.124,N-BK7,13,-55.192,N-SF5,4,-152.595
LEN,MG,,01LAO538,120,40,77.208,N-SK11,8.2,-54.089,N-SF5,3,-216.123
LEN,MG,,01LAO539,140,30,93.223,N-BK7,6.5,-59.14,N-SF5,2.5,-156.666
LEN,MG,,01LAO545,140,40,89.928,N-SK11,7.1,-62.909,N-SF5,3,-253.807
LEN,MG,,01LAO548,148,19,93.95,N-SK11,2.7,-68.101,N-SF5,1.9,-283.49
LEN,MG,,01LAO549,160,30,106.067,N-BAK1,4.1,-70.367,N-SF8,2.4,-271.982
LEN,MG,,01LAO550,150,25,91.273,N-BAK1,4,-69.362,N-SF8,2.2,-329.506
LEN,MG,,01LAO551,150,50,88.664,N-BAK4,9.5,-80.518,N-SF10,3,-322.521
LEN,MG,,01LAO555,160,31.5,106.067,N-BAK4,4.1,-78.784,N-SF10,2.4,-247.949
LEN,MG,,01LAO559,160,40,102.596,N-SK11,6.4,-71.922,N-SF5,3,-292.227
LEN,MG,,01LAO560,160,80,105.109,N-BAK4,22,-80.151,N-SF10,5,-248.979
LEN,MG,,01LAO567,175,25,100.668,N-BK7,3,-81.886,N-SF5,2.5,-268.88
LEN,MG,,01LAO569,180,30,120.149,N-BK7,5.2,-76.208,N-SF5,2.9,-201.898
LEN,MG,,01LAO577,180,40,118.413,N-SK11,6,-80.25,N-SF5,3.6,-308.452
LEN,MG,,01LAO588,190,19,134.102,N-BAK1,3,-79.198,N-SF8,3,-277.256
LEN,MG,,01LAO589,200,30,135.556,N-BAK1,4.9,-85.881,N-SF8,3.2,-319.736
LEN,MG,,01LAO622,200,31.5,135.556,N-BAK1,4.9,-86.067,N-SF8,3.2,-320.173
LEN,MG,,01LAO624,200,50,123.117,N-BK7,9,-90.964,N-SF5,3.5,-263.829
LEN,MG,,01LAO625,200,40,113.547,N-BK7,6.6,-94.595,N-SF5,4,-317.314
LEN,MG,,01LAO626,250,30,158.604,N-SK11,4.1,-115.314,N-SF5,3.1,-480.769
LEN,MG,,01LAO629,250,31.5,158.604,N-SK11,4.1,-115.314,N-SF5,3.1,-480.769
LEN,MG,,01LAO631,250,50,151.578,N-BAK1,8.5,-116.719,N-SF8,4.3,-558.548
LEN,MG,,01LAO635,260.1,32,164.962,N-SK11,4.4,-119.918,N-SF5,3.2,-500
LEN,MG,,01LAO638,260.1,50,166.639,N-SK11,6.9,-117.578,N-SF5,5.4,-478.469
LEN,MG,,01LAO639,300,30,186.873,N-BK7,5,-134.007,N-SF5,4.4,-385.903
LEN,MG,,01LAO644,300,31.5,186.873,N-BK7,5,-134.007,N-SF5,4.4,-385.903
LEN,MG,,01LAO648,300.1,40,190.803,N-SK11,5.1,-138.026,N-SF5,4.2,-571.755
LEN,MG,,01LAO656,300.1,50,192.493,N-SK11,6.7,-136.612,N-SF5,8,-552.181
LEN,MG,,01LAO667,300,82,197.863,N-SK11,12.5,-133.708,N-SF5,7.1,-509.424
LEN,MG,,01LAO677,349.9,40,238.72,N-BAK1,4,-149.476,N-SF8,3,-553.671
LEN,MG,,01LAO688,400,40,225.599,N-BK7,4,-191.537,N-SF5,4,-654.553
LEN,MG,,01LAO690,400,50,277.283,N-BK7,6,-164.797,N-SF5,5,-422.819
LEN,MG,,01LAO733,400.1,63,262.123,N-SK11,7,-179.759,N-SF5,5,-699.301
LEN,MG,,01LAO739,450,40,291.698,N-BK7,4.3,-193.784,N-SF5,3.9,-533.947
LEN,MG,,01LAO745,500,50,274.551,N-BK7,6,-240.809,N-SF5,4,-875.832
LEN,MG,,01LAO766,1000,80,554.102,N-BK7,5,-486.797,N-SF5,5,-1732.129
LEN,MG,,01LAO771,15,12.5,10.127,N-SSK8,6.3,-7.887,SF11,1.5,-26.177
LEN,MG,,01LAO773,20,12.5,12.493,N-BAK4,5.5,-9.911,N-SF10,1.5,-32.975
LEN,MG,,01LAO775,25,12.5,15.796,N-BAK4,4.5,-12.419,N-SF10,1,-41.521
LEN,MG,,01LAO777,50,12.5,31.04,N-BK7,3.5,-22.154,N-SF5,1.5,-63.386
LEN,MG,,01LAO779,100,12.5,62.198,N-BK7,3,-44.382,N-SF5,1.5,-128.057
LEN,MG,,01LAO781,250,12.5,224.625,N-BK7,3,-91.365,N-SF5,1.5,-197.011
LEN,MG,,01LAO783,25,25,18.911,N-SSK5,15,-13.5,SF6,4,-39.99
LEN,MG,,01LAO785,37.5,25,23.46,N-BAK4,12,-18.334,N-SF10,3,-60.289
LEN,MG,,01LAO787,50,25,31.954,N-BAK4,9,-24.125,N-SF10,2.5,-78.956
LEN,MG,,01LAO789,125,25,77.602,N-BK7,5,-55.89,N-SF5,2.3,-160.899
LEN,MG,,01LAO791,200,25,124.328,N-BK7,4,-89.446,N-SF5,2.5,-258.327
LEN,MG,,01LAO793,250,25,158.012,N-BK7,3.8,-110.493,N-SF5,2.5,-312.647
LEN,MG,,01LAO795,300,25,187.461,N-BK7,3,-134.005,N-SF5,2.5,-385.149
LEN,MG,,01LAO797,350,25,227.631,N-BK7,3,-151.921,N-SF5,2.5,-415.724
LEN,MG,,01LAO799,400,25,259.202,N-BK7,3,-174.014,N-SF5,2.5,-478.46
LEN,MG,,01LAO801,500,25,354.083,N-BK7,3,-205.789,N-SF5,2.5,-517.218
LEN,MG,,01LAO803,50,50,36.454,N-SSK5,28.5,-28,SF6,6,-93.506
LEN,MG,,01LAO805,75,50,48.982,N-SSK8,20,-40.934,SF11,4,-155.788
LEN,MG,,01LAO807,600,50,366.82,N-BK7,5,-272.428,N-SF5,5,-807.518
LEN,MG,,01LAO809,700,50,436.565,N-BK7,5,-313.093,N-SF5,5,-903.011
LEN,MG,,01LAO811,800,50,521.253,N-BK7,5,-346.947,N-SF5,4,-948.212
LEN,MG,,01LAO813,1000,50,570.912,N-BK7,5,-478.603,N-SF5,4.8,-1596.606
LEN,MG,,01LAO815,100,75,69.027,N-BAF10,31,-55.96,SF11,7,-315.303,,,,,,,,,,,,
LEN,MG,,01LAO817,125,75,80.937,N-SSK8,27,-70.712,SF11,7,-275.657,,,,,,,,,,,,
LEN,MG,,01LAO819,150,75,99.578,N-SSK8,25,-80.783,SF11,5,-300.603,,,,,,,,,,,,
LEN,MG,,01LAO821,150,75,88.527,N-BK7,25,-70.228,N-SF5,7,-210.922,,,,,,,,,,,,
LEN,MG,,01CMP001,10,10,0,PYREX,3.2,-9.423,Air,0.51,9.423,PYREX,3.2,0,,,,,,,,,
LEN,MG,,01CMP005,15,15,0,PYREX,3.86,-14.173,Air,0.51,14.173,PYREX,3.86,0,,,,,,,,,
LEN,MG,,01CMP009,25,25,0,PYREX,5.23,-23.724,Air,0.53,23.724,PYREX,5.23,0,,,,,,,,,
LEN,MG,,01CMP021,75,75,0,PYREX,12.73,-71.374,Air,0.64,71.374,PYREX,12.73,0,,,,,,,,,
LEN,MG,,01CMP101,10,10,-17.932,PYREX,3.89,-6.807,Air,0.23,18.059,PYREX,3.1,-18.059,,,,,,,,,
LEN,MG,,01CMP109,25,25,-56.921,PYREX,7.39,-16.967,Air,0.3,48.26,PYREX,6.53,-48.26,,,,,,,,,
LEN,MG,,01CMP113,35,35,-79.68,PYREX,10.36,-23.749,Air,0.46,67.564,PYREX,9.14,-67.564,,,,,,,,,
LEN,MG,,01CMP117,50,50,-151.308,PYREX,12.4,-35.484,Air,0.64,98.171,PYREX,10.69,-98.171,,,,,,,,,
LEN,MG,,01CMP121,75,75,-311.861,PYREX,15.16,-56.413,Air,0.97,146.101,PYREX,13.41,-146.101,,,,,,,,,
LEN,MG,,01CMP103,10,10,-37.033,SILICA,3.94,-7.163,Air,0.23,18.618,SILICA,3.25,-18.618,,,,,,,,,
LEN,MG,,01CMP107,15,15,-55.55,SILICA,5.89,-10.744,Air,0.33,27.94,SILICA,4.88,-27.94,,,,,,,,,
LEN,MG,,GLC001,6.5095,10,15.018,BAK2,4.441,-6.9485,SF4,1.283,-39.009,AIR,0.128,10.509,SF11,3.64,23.925,AIR,0.979,5.6561,SF11,5.132,0
LEN,MG,,GLC002,8.0191,10,9.7887,SF11,2.5,79.436,AIR,0.2,5.4911,SF11,2.5,6.9493,AIR,1,0,SF11,4,0
LEN,MG,,GLC003,14.515,8,16.214,SK11,3.558,-10.487,SF5,2.542,-42.576,AIR,0.587,7.965,SF11,4,8.486,,,
LEN,MG,,GLC004,25.598,8,16.214,SK11,3.558,-10.487,SF5,2.542,-42.576,,,,,,,,,
LEN,MG,,GLC005,48.15,10,31.15,SSK4,3.7,-21.75,SF8,1.5,-156.87,,,,,,,,,
LEN,MG,,GLC006,50.062,20,73.311,SK11,6.862,-39.927,SF5,3.815,-244.07,AIR,0.469,33.109,SF10,4.851,76.07,,,
LEN,MG,,GLR001,119.93,48,125.27,SK11,7.997,-115.2,SF5,4.205,-555.67,AIR,0.748,73.859,SF11,5.776,110,,,
LEN,MG,,GLR002,211.42,48,125.27,SK11,7.997,-115.2,SF5,4.205,-555.67,,,,,,,,,
